UF,Municipios,Alias
PR,BARRA DO JACARE,BARRA DO JACARE
PR,BELA VISTA DA CAROBA,BELA VISTA DA CAROBA
PR,BELA VISTA DO PARAISO,BELA VISTA DO PARAISO
PR,BITURUNA,BITURUNA
PR,BOA ESPERANCA,BOA ESPERANCA
PR,BOA ESPERANCA DO IGUACU,BOA ESPERANCA DO IGUACU
PR,BOA VENTURA DE SAO ROQUE,BOA VENTURA DE SAO ROQUE
PR,BOA VISTA DA APARECIDA,BOA VISTA DA APARECIDA
PR,BOCAIUVA DO SUL,BOCAIUVA DO SUL
PR,BOM JESUS DO SUL,BOM JESUS DO SUL
PR,BOM SUCESSO,BOM SUCESSO
PR,BOM SUCESSO DO SUL,BOM SUCESSO DO SUL
PR,BORRAZOPOLIS,BORRAZOPOLIS
PR,BRAGANEY,BRAGANEY
PR,BRASILANDIA DO SUL,BRASILANDIA DO SUL
PR,CAFEARA,CAFEARA
PR,CAFELANDIA,CAFELANDIA
PR,CAFEZAL DO SUL,CAFEZAL DO SUL
PR,CALIFORNIA,CALIFORNIA
PR,CAMBARA,CAMBARA
PR,CAMBE,CAMBE
PR,CAMBIRA,CAMBIRA
PR,CAMPINA DA LAGOA,CAMPINA DA LAGOA
PR,CAMPINA DO SIMAO,CAMPINA DO SIMAO
PR,CAMPINA GRANDE DO SUL,CAMPINA GRANDE DO SUL
PR,CAMPO BONITO,CAMPO BONITO
PR,CAMPO DO TENENTE,CAMPO DO TENENTE
PR,CAMPO LARGO,CAMPO LARGO
PR,CAMPO MAGRO,CAMPO MAGRO
PR,CAMPO MOURAO,CAMPO MOURAO
PR,CANDIDO DE ABREU,CANDIDO DE ABREU
PR,CANDOI,CANDOI
PR,CANTAGALO,CANTAGALO
PR,CAPANEMA,CAPANEMA
PR,CAPITAO LEONIDAS MARQUES,CAPITAO LEONIDAS MARQUES
PR,CARAMBEI,CARAMBEI
PR,CARLOPOLIS,CARLOPOLIS
PR,CASCAVEL,CASCAVEL
PR,CASTRO,CASTRO
PR,CATANDUVAS,CATANDUVAS
PR,CENTENARIO DO SUL,CENTENARIO DO SUL
PR,CERRO AZUL,CERRO AZUL
PR,CEU AZUL,CEU AZUL
PR,CHOPINZINHO,CHOPINZINHO
PR,CIANORTE,CIANORTE
PR,CIDADE GAUCHA,CIDADE GAUCHA
PR,CLEVELANDIA,CLEVELANDIA
PR,COLOMBO,COLOMBO
PR,COLORADO,COLORADO
PR,CONGONHINHAS,CONGONHINHAS
PR,CONSELHEIRO MAIRINCK,CONSELHEIRO MAIRINCK
PR,CONTENDA,CONTENDA
PR,CORBELIA,CORBELIA
PR,CORNELIO PROCOPIO,CORNELIO PROCOPIO
PR,CORONEL DOMINGOS SOARES,CORONEL DOMINGOS SOARES
PR,CORONEL VIVIDA,CORONEL VIVIDA
PR,CORUMBATAI DO SUL,CORUMBATAI DO SUL
PR,CRUZEIRO DO IGUACU,CRUZEIRO DO IGUACU
PR,CRUZEIRO DO OESTE,CRUZEIRO DO OESTE
PR,CRUZEIRO DO SUL,CRUZEIRO DO SUL
PR,CRUZ MACHADO,CRUZ MACHADO
PR,CRUZMALTINA,CRUZMALTINA
PR,CURITIBA,CURITIBA
PR,CURIUVA,CURIUVA
PR,DIAMANTE DO NORTE,DIAMANTE DO NORTE
PR,DIAMANTE DO SUL,DIAMANTE DO SUL
PR,DIAMANTE D´OESTE,DIAMANTE D´OESTE
PR,DOIS VIZINHOS,DOIS VIZINHOS
PR,DOURADINA,DOURADINA
PR,DOUTOR CAMARGO,DOUTOR CAMARGO
PR,ENEAS MARQUES,ENEAS MARQUES
PR,ENGENHEIRO BELTRAO,ENGENHEIRO BELTRAO
PR,ESPERANCA NOVA,ESPERANCA NOVA
PR,ENTRE RIOS DO OESTE,ENTRE RIOS DO OESTE
PR,ESPIGAO ALTO DO IGUACU,ESPIGAO ALTO DO IGUACU
PR,FAROL,FAROL
PR,FAXINAL,FAXINAL
PR,FAZENDA RIO GRANDE,FAZENDA RIO GRANDE
PR,FENIX,FENIX
PR,FERNANDES PINHEIRO,FERNANDES PINHEIRO
PR,FIGUEIRA,FIGUEIRA
PR,FLORAI,FLORAI
PR,FLOR DA SERRA DO SUL,FLOR DA SERRA DO SUL
PR,FLORESTA,FLORESTA
PR,FLORESTOPOLIS,FLORESTOPOLIS
PR,FLORIDA,FLORIDA
PR,FORMOSA DO OESTE,FORMOSA DO OESTE
PR,FOZ DO IGUACU,FOZ DO IGUACU
PR,FRANCISCO ALVES,FRANCISCO ALVES
PR,FRANCISCO BELTRAO,FRANCISCO BELTRAO
PR,FOZ DO JORDAO,FOZ DO JORDAO
PR,GENERAL CARNEIRO,GENERAL CARNEIRO
PR,GODOY MOREIRA,GODOY MOREIRA
PR,GOIOERE,GOIOERE
PR,GOIOXIM,GOIOXIM
PR,GRANDES RIOS,GRANDES RIOS
PR,GUAIRA,GUAIRA
PR,GUAIRACA,GUAIRACA
PR,GUAMIRANGA,GUAMIRANGA
PR,GUAPIRAMA,GUAPIRAMA
PR,GUAPOREMA,GUAPOREMA
PR,GUARACI,GUARACI
PR,GUARANIACU,GUARANIACU
PR,GUARAPUAVA,GUARAPUAVA
PR,GUARAQUECABA,GUARAQUECABA
PR,GUARATUBA,GUARATUBA
PR,HONORIO SERPA,HONORIO SERPA
PR,IBAITI,IBAITI
PR,IBEMA,IBEMA
PR,IBIPORA,IBIPORA
PR,ICARAIMA,ICARAIMA
PR,IGUARACU,IGUARACU
PR,IGUATU,IGUATU
PR,IMBAU,IMBAU
PR,IMBITUVA,IMBITUVA
PR,INACIO MARTINS,INACIO MARTINS
PR,INAJA,INAJA
PR,INDIANOPOLIS,INDIANOPOLIS
PR,IPIRANGA,IPIRANGA
PR,IPORA,IPORA
PR,IRACEMA DO OESTE,IRACEMA DO OESTE
PR,IRATI,IRATI
PR,IRETAMA,IRETAMA
PR,ITAGUAJE,ITAGUAJE
PR,ITAIPULANDIA,ITAIPULANDIA
PR,ITAMBARACA,ITAMBARACA
PR,ITAMBE,ITAMBE
PR,ITAPEJARA D´OESTE,ITAPEJARA D´OESTE
PR,ITAPERUCU,ITAPERUCU
PR,ITAUNA DO SUL,ITAUNA DO SUL
PR,IVAI,IVAI
PR,IVAIPORA,IVAIPORA
PR,IVATE,IVATE
PR,IVATUBA,IVATUBA
PR,JABOTI,JABOTI
PR,JACAREZINHO,JACAREZINHO
PR,JAGUAPITA,JAGUAPITA
PR,JAGUARIAIVA,JAGUARIAIVA
PR,JANDAIA DO SUL,JANDAIA DO SUL
PR,JANIOPOLIS,JANIOPOLIS
PR,JAPIRA,JAPIRA
PR,JAPURA,JAPURA
PR,JARDIM ALEGRE,JARDIM ALEGRE
PR,JARDIM OLINDA,JARDIM OLINDA
PR,JATAIZINHO,JATAIZINHO
PR,JESUITAS,JESUITAS
PR,JOAQUIM TAVORA,JOAQUIM TAVORA
PR,JUNDIAI DO SUL,JUNDIAI DO SUL
PR,JURANDA,JURANDA
PR,JUSSARA,JUSSARA
PR,KALORE,KALORE
PR,LAPA,LAPA
PR,LARANJAL,LARANJAL
PR,LARANJEIRAS DO SUL,LARANJEIRAS DO SUL
PR,LEOPOLIS,LEOPOLIS
PR,LIDIANOPOLIS,LIDIANOPOLIS
PR,LINDOESTE,LINDOESTE
PR,LOANDA,LOANDA
PR,LOBATO,LOBATO
PR,LONDRINA,LONDRINA
PR,LUIZIANA,LUIZIANA
PR,LUNARDELLI,LUNARDELLI
PR,LUPIONOPOLIS,LUPIONOPOLIS
PR,MALLET,MALLET
PR,MAMBORE,MAMBORE
PR,MANDAGUACU,MANDAGUACU
PR,MANDAGUARI,MANDAGUARI
PR,MANDIRITUBA,MANDIRITUBA
PR,MANFRINOPOLIS,MANFRINOPOLIS
PR,MANGUEIRINHA,MANGUEIRINHA
PR,MANOEL RIBAS,MANOEL RIBAS
PR,MARECHAL CANDIDO RONDON,MARECHAL CANDIDO RONDON
PR,MARIA HELENA,MARIA HELENA
PR,MARIALVA,MARIALVA
PR,MARILANDIA DO SUL,MARILANDIA DO SUL
PR,MARILENA,MARILENA
PR,MARILUZ,MARILUZ
PR,MARINGA,MARINGA
PR,MARIOPOLIS,MARIOPOLIS
PR,MARIPA,MARIPA
PR,MARMELEIRO,MARMELEIRO
PR,MARQUINHO,MARQUINHO
PR,MARUMBI,MARUMBI
PR,MATELANDIA,MATELANDIA
PR,MATINHOS,MATINHOS
PR,MATO RICO,MATO RICO
PR,MAUA DA SERRA,MAUA DA SERRA
PR,MEDIANEIRA,MEDIANEIRA
PR,MERCEDES,MERCEDES
PR,MIRADOR,MIRADOR
PR,MIRASELVA,MIRASELVA
PR,MISSAL,MISSAL
PR,MOREIRA SALES,MOREIRA SALES
PR,MORRETES,MORRETES
PR,MUNHOZ DE MELO,MUNHOZ DE MELO
PR,NOSSA SENHORA DAS GRACAS,NOSSA SENHORA DAS GRACAS
PR,NOVA ALIANCA DO IVAI,NOVA ALIANCA DO IVAI
PR,NOVA AMERICA DA COLINA,NOVA AMERICA DA COLINA
PR,NOVA AURORA,NOVA AURORA
PR,NOVA CANTU,NOVA CANTU
PR,NOVA ESPERANCA,NOVA ESPERANCA
PR,NOVA ESPERANCA DO SUDOESTE,NOVA ESPERANCA DO SUDOESTE
PR,NOVA FATIMA,NOVA FATIMA
PR,NOVA LARANJEIRAS,NOVA LARANJEIRAS
PR,NOVA LONDRINA,NOVA LONDRINA
PR,NOVA OLIMPIA,NOVA OLIMPIA
PR,NOVA SANTA BARBARA,NOVA SANTA BARBARA
PR,NOVA SANTA ROSA,NOVA SANTA ROSA
PR,NOVA PRATA DO IGUACU,NOVA PRATA DO IGUACU
PR,NOVA TEBAS,NOVA TEBAS
PR,NOVO ITACOLOMI,NOVO ITACOLOMI
PR,ORTIGUEIRA,ORTIGUEIRA
PR,OURIZONA,OURIZONA
PR,OURO VERDE DO OESTE,OURO VERDE DO OESTE
PR,PAICANDU,PAICANDU
PR,PALMAS,PALMAS
PR,PALMEIRA,PALMEIRA
PR,PALMITAL,PALMITAL
PR,PALOTINA,PALOTINA
PR,PARAISO DO NORTE,PARAISO DO NORTE
PR,PARANACITY,PARANACITY
PR,PARANAGUA,PARANAGUA
PR,PARANAPOEMA,PARANAPOEMA
PR,PARANAVAI,PARANAVAI
PR,PATO BRAGADO,PATO BRAGADO
PR,PATO BRANCO,PATO BRANCO
PR,PAULA FREITAS,PAULA FREITAS
PR,PAULO FRONTIN,PAULO FRONTIN
PR,PEABIRU,PEABIRU
PR,PEROBAL,PEROBAL
PR,PEROLA,PEROLA
PR,PEROLA D´OESTE,PEROLA D´OESTE
PR,PIEN,PIEN
PR,PINHAIS,PINHAIS
PR,PINHALAO,PINHALAO
PR,PINHAL DE SAO BENTO,PINHAL DE SAO BENTO
PR,PINHAO,PINHAO
PR,PIRAI DO SUL,PIRAI DO SUL
PR,PIRAQUARA,PIRAQUARA
PR,PITANGA,PITANGA
PR,PITANGUEIRAS,PITANGUEIRAS
PR,PLANALTINA DO PARANA,PLANALTINA DO PARANA
PR,PLANALTO,PLANALTO
PR,PONTA GROSSA,PONTA GROSSA
PR,PONTAL DO PARANA,PONTAL DO PARANA
PR,PORECATU,PORECATU
PR,PORTO AMAZONAS,PORTO AMAZONAS
PR,PORTO BARREIRO,PORTO BARREIRO
PR,PORTO RICO,PORTO RICO
PR,PORTO VITORIA,PORTO VITORIA
PR,PRADO FERREIRA,PRADO FERREIRA
PR,PRANCHITA,PRANCHITA
PR,PRESIDENTE CASTELO BRANCO,PRESIDENTE CASTELO BRANCO
PR,PRIMEIRO DE MAIO,PRIMEIRO DE MAIO
PR,PRUDENTOPOLIS,PRUDENTOPOLIS
PR,QUARTO CENTENARIO,QUARTO CENTENARIO
PR,QUATIGUA,QUATIGUA
PR,QUATRO BARRAS,QUATRO BARRAS
PR,QUATRO PONTES,QUATRO PONTES
PR,QUEDAS DO IGUACU,QUEDAS DO IGUACU
PR,QUERENCIA DO NORTE,QUERENCIA DO NORTE
PR,QUINTA DO SOL,QUINTA DO SOL
PR,QUITANDINHA,QUITANDINHA
PR,RAMILANDIA,RAMILANDIA
PR,RANCHO ALEGRE,RANCHO ALEGRE
PR,RANCHO ALEGRE D´OESTE,RANCHO ALEGRE D´OESTE
PR,REALEZA,REALEZA
PR,REBOUCAS,REBOUCAS
PR,RENASCENCA,RENASCENCA
PR,RESERVA,RESERVA
PR,RESERVA DO IGUACU,RESERVA DO IGUACU
PR,RIBEIRAO CLARO,RIBEIRAO CLARO
PR,RIBEIRAO DO PINHAL,RIBEIRAO DO PINHAL
PR,RIO AZUL,RIO AZUL
PR,RIO BOM,RIO BOM
PR,RIO BONITO DO IGUACU,RIO BONITO DO IGUACU
PR,RIO BRANCO DO IVAI,RIO BRANCO DO IVAI
PR,RIO BRANCO DO SUL,RIO BRANCO DO SUL
PR,RIO NEGRO,RIO NEGRO
PR,ROLANDIA,ROLANDIA
PR,RONCADOR,RONCADOR
PR,RONDON,RONDON
PR,ROSARIO DO IVAI,ROSARIO DO IVAI
PR,SABAUDIA,SABAUDIA
PR,SALGADO FILHO,SALGADO FILHO
PR,SALTO DO ITARARE,SALTO DO ITARARE
PR,SALTO DO LONTRA,SALTO DO LONTRA
PR,SANTA AMELIA,SANTA AMELIA
PR,SANTA CECILIA DO PAVAO,SANTA CECILIA DO PAVAO
PR,SANTA CRUZ DE MONTE CASTELO,SANTA CRUZ DE MONTE CASTELO
PR,SANTA FE,SANTA FE
PR,SANTA HELENA,SANTA HELENA
PR,SANTA INES,SANTA INES
PR,SANTA ISABEL DO IVAI,SANTA ISABEL DO IVAI
PR,SANTA IZABEL DO OESTE,SANTA IZABEL DO OESTE
PR,SANTA LUCIA,SANTA LUCIA
PR,SANTA MARIA DO OESTE,SANTA MARIA DO OESTE
PR,SANTA MARIANA,SANTA MARIANA
PR,SANTA MONICA,SANTA MONICA
PR,SANTANA DO ITARARE,SANTANA DO ITARARE
PR,SANTA TEREZA DO OESTE,SANTA TEREZA DO OESTE
PR,SANTA TEREZINHA DE ITAIPU,SANTA TEREZINHA DE ITAIPU
PR,SANTO ANTONIO DA PLATINA,SANTO ANTONIO DA PLATINA
PR,SANTO ANTONIO DO CAIUA,SANTO ANTONIO DO CAIUA
PR,SANTO ANTONIO DO PARAISO,SANTO ANTONIO DO PARAISO
PR,SANTO ANTONIO DO SUDOESTE,SANTO ANTONIO DO SUDOESTE
PR,SANTO INACIO,SANTO INACIO
PR,SAO CARLOS DO IVAI,SAO CARLOS DO IVAI
PR,SAO JERONIMO DA SERRA,SAO JERONIMO DA SERRA
PR,SAO JOAO,SAO JOAO
PR,SAO JOAO DO CAIUA,SAO JOAO DO CAIUA
PR,SAO JOAO DO IVAI,SAO JOAO DO IVAI
PR,SAO JOAO DO TRIUNFO,SAO JOAO DO TRIUNFO
PR,SAO JORGE D´OESTE,SAO JORGE D´OESTE
PR,SAO JORGE DO IVAI,SAO JORGE DO IVAI
PR,SAO JORGE DO PATROCINIO,SAO JORGE DO PATROCINIO
PR,SAO JOSE DA BOA VISTA,SAO JOSE DA BOA VISTA
PR,SAO JOSE DAS PALMEIRAS,SAO JOSE DAS PALMEIRAS
PR,SAO JOSE DOS PINHAIS,SAO JOSE DOS PINHAIS
PR,SAO MANOEL DO PARANA,SAO MANOEL DO PARANA
PR,SAO MATEUS DO SUL,SAO MATEUS DO SUL
PR,SAO MIGUEL DO IGUACU,SAO MIGUEL DO IGUACU
PR,SAO PEDRO DO IGUACU,SAO PEDRO DO IGUACU
PR,SAO PEDRO DO IVAI,SAO PEDRO DO IVAI
PR,SAO PEDRO DO PARANA,SAO PEDRO DO PARANA
PR,SAO SEBASTIAO DA AMOREIRA,SAO SEBASTIAO DA AMOREIRA
PR,SAO TOME,SAO TOME
PR,SAPOPEMA,SAPOPEMA
PR,SARANDI,SARANDI
PR,SAUDADE DO IGUACU,SAUDADE DO IGUACU
PR,SENGES,SENGES
PR,SERRANOPOLIS DO IGUACU,SERRANOPOLIS DO IGUACU
PR,SERTANEJA,SERTANEJA
PR,SERTANOPOLIS,SERTANOPOLIS
PR,SIQUEIRA CAMPOS,SIQUEIRA CAMPOS
PR,SULINA,SULINA
PR,TAMARANA,TAMARANA
PR,TAMBOARA,TAMBOARA
PR,TAPEJARA,TAPEJARA
PR,TAPIRA,TAPIRA
PR,TEIXEIRA SOARES,TEIXEIRA SOARES
PR,TELEMACO BORBA,TELEMACO BORBA
PR,TERRA BOA,TERRA BOA
PR,TERRA RICA,TERRA RICA
PR,TERRA ROXA,TERRA ROXA
PR,TIBAGI,TIBAGI
PR,TIJUCAS DO SUL,TIJUCAS DO SUL
PR,TOLEDO,TOLEDO
PR,TOMAZINA,TOMAZINA
PR,TRES BARRAS DO PARANA,TRES BARRAS DO PARANA
PR,TUNAS DO PARANA,TUNAS DO PARANA
PR,TUNEIRAS DO OESTE,TUNEIRAS DO OESTE
PR,TUPASSI,TUPASSI
PR,TURVO,TURVO
PR,UBIRATA,UBIRATA
PR,UMUARAMA,UMUARAMA
PR,UNIAO DA VITORIA,UNIAO DA VITORIA
PR,UNIFLOR,UNIFLOR
PR,URAI,URAI
PR,WENCESLAU BRAZ,WENCESLAU BRAZ
PR,VENTANIA,VENTANIA
PR,VERA CRUZ DO OESTE,VERA CRUZ DO OESTE
PR,VERE,VERE
PR,VILA ALTA,VILA ALTA
PR,DOUTOR ULYSSES,DOUTOR ULYSSES
PR,VIRMOND,VIRMOND
PR,VITORINO,VITORINO
PR,XAMBRE,XAMBRE
SC,ABDON BATISTA,ABDON BATISTA
SC,ABELARDO LUZ,ABELARDO LUZ
SC,AGROLANDIA,AGROLANDIA
SC,AGRONOMICA,AGRONOMICA
SC,AGUA DOCE,AGUA DOCE
SC,AGUAS DE CHAPECO,AGUAS DE CHAPECO
SC,AGUAS FRIAS,AGUAS FRIAS
SC,AGUAS MORNAS,AGUAS MORNAS
SC,ALFREDO WAGNER,ALFREDO WAGNER
SC,ALTO BELA VISTA,ALTO BELA VISTA
SC,ANCHIETA,ANCHIETA
SC,ANGELINA,ANGELINA
SC,ANITA GARIBALDI,ANITA GARIBALDI
SC,ANITAPOLIS,ANITAPOLIS
SC,ANTONIO CARLOS,ANTONIO CARLOS
SC,APIUNA,APIUNA
SC,ARABUTA,ARABUTA
SC,ARAQUARI,ARAQUARI
SC,ARARANGUA,ARARANGUA
SC,ARMAZEM,ARMAZEM
SC,ARROIO TRINTA,ARROIO TRINTA
SC,ARVOREDO,ARVOREDO
SC,ASCURRA,ASCURRA
SC,ATALANTA,ATALANTA
SC,AURORA,AURORA
SC,BALNEARIO ARROIO DO SILVA,BALNEARIO ARROIO DO SILVA
SC,BALNEARIO CAMBORIU,BALNEARIO CAMBORIU
SC,BALNEARIO BARRA DO SUL,BALNEARIO BARRA DO SUL
SC,BALNEARIO GAIVOTA,BALNEARIO GAIVOTA
SC,BANDEIRANTE,BANDEIRANTE
SC,BARRA BONITA,BARRA BONITA
SC,BARRA VELHA,BARRA VELHA
SC,BELA VISTA DO TOLDO,BELA VISTA DO TOLDO
SC,BELMONTE,BELMONTE
SC,BENEDITO NOVO,BENEDITO NOVO
SC,BIGUACU,BIGUACU
SC,BLUMENAU,BLUMENAU
SC,BOCAINA DO SUL,BOCAINA DO SUL
SC,BOMBINHAS,BOMBINHAS
SC,BOM JARDIM DA SERRA,BOM JARDIM DA SERRA
SC,BOM JESUS,BOM JESUS
SC,BOM JESUS DO OESTE,BOM JESUS DO OESTE
SC,BOM RETIRO,BOM RETIRO
SC,BOTUVERA,BOTUVERA
SC,BRACO DO NORTE,BRACO DO NORTE
SC,BRACO DO TROMBUDO,BRACO DO TROMBUDO
SC,BRUNOPOLIS,BRUNOPOLIS
SC,BRUSQUE,BRUSQUE
SC,CACADOR,CACADOR
SC,CAIBI,CAIBI
SC,CALMON,CALMON
SC,CAMBORIU,CAMBORIU
SC,CAPAO ALTO,CAPAO ALTO
SC,CAMPO ALEGRE,CAMPO ALEGRE
SC,CAMPO BELO DO SUL,CAMPO BELO DO SUL
SC,CAMPO ERE,CAMPO ERE
SC,CAMPOS NOVOS,CAMPOS NOVOS
SC,CANELINHA,CANELINHA
SC,CANOINHAS,CANOINHAS
SC,CAPINZAL,CAPINZAL
SC,CAPIVARI DE BAIXO,CAPIVARI DE BAIXO
SC,CATANDUVAS,CATANDUVAS
SC,CAXAMBU DO SUL,CAXAMBU DO SUL
SC,CELSO RAMOS,CELSO RAMOS
SC,CERRO NEGRO,CERRO NEGRO
SC,CHAPADAO DO LAGEADO,CHAPADAO DO LAGEADO
SC,CHAPECO,CHAPECO
SC,COCAL DO SUL,COCAL DO SUL
SC,CONCORDIA,CONCORDIA
SC,CORDILHEIRA ALTA,CORDILHEIRA ALTA
SC,CORONEL FREITAS,CORONEL FREITAS
SC,CORONEL MARTINS,CORONEL MARTINS
SC,CORUPA,CORUPA
SC,CORREIA PINTO,CORREIA PINTO
SC,CRICIUMA,CRICIUMA
SC,CUNHA PORA,CUNHA PORA
SC,CUNHATAI,CUNHATAI
SC,CURITIBANOS,CURITIBANOS
SC,DESCANSO,DESCANSO
SC,DIONISIO CERQUEIRA,DIONISIO CERQUEIRA
SC,DONA EMMA,DONA EMMA
SC,DOUTOR PEDRINHO,DOUTOR PEDRINHO
SC,ENTRE RIOS,ENTRE RIOS
SC,ERMO,ERMO
SC,ERVAL VELHO,ERVAL VELHO
SC,FAXINAL DOS GUEDES,FAXINAL DOS GUEDES
SC,FLOR DO SERTAO,FLOR DO SERTAO
SC,FLORIANOPOLIS,FLORIANOPOLIS
SC,FORMOSA DO SUL,FORMOSA DO SUL
SC,FORQUILHINHA,FORQUILHINHA
SC,FRAIBURGO,FRAIBURGO
SC,FREI ROGERIO,FREI ROGERIO
SC,GALVAO,GALVAO
SC,GAROPABA,GAROPABA
SC,GARUVA,GARUVA
SC,GASPAR,GASPAR
SC,GOVERNADOR CELSO RAMOS,GOVERNADOR CELSO RAMOS
SC,GRAO PARA,GRAO PARA
SC,GRAVATAL,GRAVATAL
SC,GUABIRUBA,GUABIRUBA
SC,GUARACIABA,GUARACIABA
SC,GUARAMIRIM,GUARAMIRIM
SC,GUARUJA DO SUL,GUARUJA DO SUL
SC,GUATAMBU,GUATAMBU
SC,HERVAL D´OESTE,HERVAL D´OESTE
SC,IBIAM,IBIAM
SC,IBICARE,IBICARE
SC,IBIRAMA,IBIRAMA
SC,ICARA,ICARA
SC,ILHOTA,ILHOTA
SC,IMARUI,IMARUI
SC,IMBITUBA,IMBITUBA
SC,IMBUIA,IMBUIA
SC,INDAIAL,INDAIAL
SC,IOMERE,IOMERE
SC,IPIRA,IPIRA
SC,IPORA DO OESTE,IPORA DO OESTE
SC,IPUACU,IPUACU
SC,IPUMIRIM,IPUMIRIM
SC,IRACEMINHA,IRACEMINHA
SC,IRANI,IRANI
SC,IRATI,IRATI
SC,IRINEOPOLIS,IRINEOPOLIS
SC,ITA,ITA
SC,ITAIOPOLIS,ITAIOPOLIS
SC,ITAJAI,ITAJAI
SC,ITAPEMA,ITAPEMA
SC,ITAPIRANGA,ITAPIRANGA
SC,ITAPOA,ITAPOA
SC,ITUPORANGA,ITUPORANGA
SC,JABORA,JABORA
SC,JACINTO MACHADO,JACINTO MACHADO
SC,JAGUARUNA,JAGUARUNA
SC,JARAGUA DO SUL,JARAGUA DO SUL
SC,JARDINOPOLIS,JARDINOPOLIS
SC,JOACABA,JOACABA
SC,JOINVILLE,JOINVILLE
SC,JOSE BOITEUX,JOSE BOITEUX
SC,JUPIA,JUPIA
SC,LACERDOPOLIS,LACERDOPOLIS
SC,LAGES,LAGES
SC,LAGUNA,LAGUNA
SC,LAJEADO GRANDE,LAJEADO GRANDE
SC,LAURENTINO,LAURENTINO
SC,LAURO MULLER,LAURO MULLER
SC,LEBON REGIS,LEBON REGIS
SC,LEOBERTO LEAL,LEOBERTO LEAL
SC,LINDOIA DO SUL,LINDOIA DO SUL
SC,LONTRAS,LONTRAS
SC,LUIZ ALVES,LUIZ ALVES
SC,LUZERNA,LUZERNA
SC,MACIEIRA,MACIEIRA
SC,MAFRA,MAFRA
SC,MAJOR GERCINO,MAJOR GERCINO
SC,MAJOR VIEIRA,MAJOR VIEIRA
SC,MARACAJA,MARACAJA
SC,MARAVILHA,MARAVILHA
SC,MAREMA,MAREMA
SC,MASSARANDUBA,MASSARANDUBA
SC,MATOS COSTA,MATOS COSTA
SC,MELEIRO,MELEIRO
SC,MIRIM DOCE,MIRIM DOCE
SC,MODELO,MODELO
SC,MONDAI,MONDAI
SC,MONTE CARLO,MONTE CARLO
SC,MONTE CASTELO,MONTE CASTELO
SC,MORRO DA FUMACA,MORRO DA FUMACA
SC,MORRO GRANDE,MORRO GRANDE
SC,NAVEGANTES,NAVEGANTES
SC,NOVA ERECHIM,NOVA ERECHIM
SC,NOVA ITABERABA,NOVA ITABERABA
SC,NOVA TRENTO,NOVA TRENTO
SC,NOVA VENEZA,NOVA VENEZA
SC,NOVO HORIZONTE,NOVO HORIZONTE
SC,ORLEANS,ORLEANS
SC,OTACILIO COSTA,OTACILIO COSTA
SC,OURO,OURO
SC,OURO VERDE,OURO VERDE
SC,PAIAL,PAIAL
SC,PAINEL,PAINEL
SC,PALHOCA,PALHOCA
SC,PALMA SOLA,PALMA SOLA
SC,PALMEIRA,PALMEIRA
SC,PALMITOS,PALMITOS
SC,PAPANDUVA,PAPANDUVA
SC,PARAISO,PARAISO
SC,PASSO DE TORRES,PASSO DE TORRES
SC,PASSOS MAIA,PASSOS MAIA
SC,PAULO LOPES,PAULO LOPES
SC,PEDRAS GRANDES,PEDRAS GRANDES
SC,PENHA,PENHA
SC,PERITIBA,PERITIBA
SC,PESCARIA BRAVA,PESCARIA BRAVA
SC,PETROLANDIA,PETROLANDIA
SC,PICARRAS,PICARRAS
SC,PINHALZINHO,PINHALZINHO
SC,PINHEIRO PRETO,PINHEIRO PRETO
SC,PIRATUBA,PIRATUBA
SC,PLANALTO ALEGRE,PLANALTO ALEGRE
SC,POMERODE,POMERODE
SC,PONTE ALTA,PONTE ALTA
SC,PONTE ALTA DO NORTE,PONTE ALTA DO NORTE
SC,PONTE SERRADA,PONTE SERRADA
SC,PORTO BELO,PORTO BELO
SC,PORTO UNIAO,PORTO UNIAO
SC,POUSO REDONDO,POUSO REDONDO
SC,PRAIA GRANDE,PRAIA GRANDE
SC,PRESIDENTE CASTELO BRANCO,PRESIDENTE CASTELO BRANCO
SC,PRESIDENTE GETULIO,PRESIDENTE GETULIO
SC,PRESIDENTE NEREU,PRESIDENTE NEREU
SC,PRINCESA,PRINCESA
SC,QUILOMBO,QUILOMBO
SC,RANCHO QUEIMADO,RANCHO QUEIMADO
SC,RIO DAS ANTAS,RIO DAS ANTAS
SC,RIO DO CAMPO,RIO DO CAMPO
SC,RIO DO OESTE,RIO DO OESTE
SC,RIO DOS CEDROS,RIO DOS CEDROS
SC,RIO DO SUL,RIO DO SUL
SC,RIO FORTUNA,RIO FORTUNA
SC,RIO NEGRINHO,RIO NEGRINHO
SC,RIO RUFINO,RIO RUFINO
SC,RIQUEZA,RIQUEZA
SC,RODEIO,RODEIO
SC,ROMELANDIA,ROMELANDIA
SC,SALETE,SALETE
SC,SALTINHO,SALTINHO
SC,SALTO VELOSO,SALTO VELOSO
SC,SANGAO,SANGAO
SC,SANTA CECILIA,SANTA CECILIA
SC,SANTA HELENA,SANTA HELENA
SC,SANTA ROSA DE LIMA,SANTA ROSA DE LIMA
SC,SANTA ROSA DO SUL,SANTA ROSA DO SUL
SC,SANTA TEREZINHA,SANTA TEREZINHA
SC,SANTA TEREZINHA DO PROGRESSO,SANTA TEREZINHA DO PROGRESSO
SC,SANTIAGO DO SUL,SANTIAGO DO SUL
